title,make_id,model_id,variant_id,body_id,year,center_id,color,vin,lot,doors,seats,fuel_type,fuel_details,transmission,transmission_details,euro_status,cc,keys,engine_runs,mileage,mileage_warranted,former_keepers,vat_status,bidding_history,last_bid,bidding_status,cap_new,cap_retail,cap_clean,cap_average,cap_below,glass_new,glass_retail,glass_trade,autotrader_retail_value,autotrader_trade_value,buy_now_price,start_date,start_time,end_date,mot_expiry_date,mot_due,inspection_date,dor,v5,reg,service_history,no_of_services,number_of_services_details,last_service,last_service_mileage,dvsa_mileage,inspection_report,other_report,service_notes,vendor,grade,tyres_condition,general_condition,brakes,hubs,features,equipment,additional_information,imported,declarations,damaged_images,damage_details,images
FIAT 500 1.2 LOUNGE S/S Hatchback,FIAT,500,LOUNGE,Hatchback,2013,Measham,WHITE,ZFA31200000967294,U281MM,3,,Petrol,Petrol,Manual Transmission,Manual Transmission,,1.2,1,False,67320,Yes,5.0,VAT Margin,"['£1,400', '£1,375', '£1,350', '£1,325', '£1,300', '£1,275', '£1,250', '£1,200', '£1,100']",1400,On Sale,,,1825,1400,970,,,,,,,2026-01-03,09:30:00,,2026-03-21T00:00:00Z,,,,Present,WV13 DXB,,,,2025-05-27T00:00:00Z,62754,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=WV13 DXB-GB,,,,4,,,,,,"Air Conditioning, Alloy Wheels, Temporary Spare Wheel, Panoramic Roof","[{'cO2': '113 g/km', 'nox': '0.032 g/km'}, 'na']",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664981340, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664981343, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664981347, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664981349, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664981351, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664981359, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664981365, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664981371, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664981378, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664981387"
FIAT 500 1.3 M/JET 95 POP STAR Hatchback,FIAT,500,POP,Hatchback,2016,Edinburgh,RED,ZFA3120000J593523,U125ED,3,,Diesel,Diesel,Manual Transmission,Manual Transmission,,1.3,2,False,84687,Yes,2.0,VAT Margin,"['£1,750', '£1,700', '£1,600']",1750,On Sale,,,3300,2775,2275,,,,,,,2026-01-03,09:30:00,,2026-01-24T00:00:00Z,,,,Present,SW66 ESU,,,,0001-01-01T00:00:00Z,0,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=SW66 ESU-GB,,,,4,,,,,,"Air Conditioning, Alloy Wheels","[{'cO2': '89 g/km', 'nox': '0.040 g/km'}, 'na']",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664988474, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664988488, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664988503, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664988518, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664988537, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664988560, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664988583, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664988604, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664988622, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664988636"
FIAT 500 1.2 LOUNGE S/S Hatchback,FIAT,500,LOUNGE,Hatchback,2012,Walsall,BLACK,ZFA31200000824081,U569WL,3,,Petrol,Petrol,Manual Transmission,Manual Transmission,,1.2,2,False,68413,Yes,3.0,VAT Margin,"['£1,600', '£1,550', '£1,500', '£1,450', '£1,400', '£1,300']",1600,On Sale,,,1650,1250,870,,,,,,,2026-01-03,09:30:00,,2026-09-12T00:00:00Z,,,,Present,LS12 YUD,,,,2025-09-15T00:00:00Z,54311,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=LS12 YUD-GB,,,,3,,,,,,"Air Conditioning, Half Leather Trim, Alloy Wheels, Panoramic Roof","[{'cO2': '113 g/km', 'nox': '0.032 g/km'}, ['Door(s) - Inoperative - Boot']]",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665392730, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665392740, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665392748, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665392755, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665392761, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665392771, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665392782, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665392794, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665392805, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665392815"
FIAT PANDA 0.9 T/AIR 85 4X4 Hatchback,FIAT,PANDA,4X4,Hatchback,2013,Edinburgh,RED,ZFA31200003125011,U137ED,5,,Petrol,Petrol,Manual Transmission,Manual Transmission,,0.9,2,False,70673,Yes,2.0,VAT Margin,"['£2,050', '£2,000', '£1,950', '£1,900', '£1,800']",2050,Provisional,,,2825,2350,1900,,,,,,,2026-01-03,09:30:00,,0001-01-01T00:00:00Z,,,,Present,SN13 TKA,,,,2024-12-13T00:00:00Z,62672,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=SN13 TKA-GB,,,,3,,,,,,"Air Conditioning, Half Leather Trim, Alloy Wheels, Temporary Spare Wheel","[{'cO2': '114 g/km', 'nox': '0.027 g/km'}, ['Key Condition - Damaged casing']]",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663599232, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663599249, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663599265, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663599279, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663599292, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663599310, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663599322, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663599344, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663599366, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663599385"
FIAT 500 1.2 POP Hatchback,FIAT,500,POP,Hatchback,2009,Crawley,BLUE,ZFA31200000434551,U108CR,3,,Petrol,Petrol,Manual Transmission,Manual Transmission,,1.2,2,False,76518,Yes,1.0,VAT Margin,"['£900', '£875', '£850', '£825', '£800']",900,On Sale,,,1025,640,240,,,,,,,2026-01-03,09:30:00,,2026-01-18T00:00:00Z,,,,Present,LB59 NBM,,,,2023-11-11T00:00:00Z,59012,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=LB59 NBM-GB,,,,4,,,,,,Temporary Spare Wheel,"[{'cO2': '119 g/km', 'nox': '0.014 g/km'}, 'na']",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665452378, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665452381, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665452385, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665452388, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665452392, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665452404, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665452411, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665452422, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665452434, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665452444"
FIAT 500 1.2 LOUNGE S/S Hatchback,FIAT,500,LOUNGE,Hatchback,2012,Newcastle-u-Tyne,WHITE,ZFA31200000845734,U350NC,3,,Petrol,Petrol,Manual Transmission,Manual Transmission,,1.2,2,False,103925,Yes,3.0,VAT Margin,"['£700', '£675', '£650', '£625', '£600']",700,On Sale,,,1200,810,390,,,,,,,2026-01-03,09:30:00,,2026-08-11T00:00:00Z,,,,Present,ND12 WSL,,,,0001-01-01T00:00:00Z,0,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=ND12 WSL-GB,,,,4,,,,,,"Air Conditioning, Alloy Wheels, Temporary Spare Wheel, Sunroof","[{'cO2': '113 g/km', 'nox': '0.032 g/km'}, ['Door(s) - Inoperative - Boot']]",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664823072, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664823076, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664823081, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664823090, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664823092, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664823102, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664823116, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664823128, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664823146, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664823154"
FIAT 500 1.2 LOUNGE S/S Hatchback,FIAT,500,LOUNGE,Hatchback,2011,Paddock Wood,WHITE,ZFA31200000667582,U395PW,3,,Petrol,Petrol,Manual Transmission,Manual Transmission,,1.2,2,False,72393,Yes,4.0,VAT Margin,"['£1,675', '£1,650', '£1,600', '£1,500']",1675,Provisional,,,1500,1100,700,,,,,,,2026-01-03,09:30:00,,2026-02-23T00:00:00Z,,,,Present,GF11 FKJ,,,,2025-02-22T00:00:00Z,69182,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=GF11 FKJ-GB,,,,3,,,,,,"Air Conditioning, Alloy Wheels, Temporary Spare Wheel, Panoramic Roof","[{'cO2': '113 g/km', 'nox': '0.032 g/km'}, 'na']",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664034406, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664034419, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664034431, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664034438, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664034446, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664034459, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664034470, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664034483, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664034494, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664034515"
FIAT 500X 1.4 M/AIR 140 POP STAR Hatchback,FIAT,500X,POP,Hatchback,2016,Paddock Wood,BLACK,ZFA3340000P479527,U465PW,5,,Petrol,Petrol,Manual Transmission,Manual Transmission,,1.4,1,False,53769,Yes,2.0,VAT Margin,"['£3,075', '£3,050', '£3,000', '£2,900', '£2,800', '£2,700']",3075,Provisional,,,3225,2725,2200,,,,,,,2026-01-03,09:30:00,,2026-02-27T00:00:00Z,,,,Present,LA16 UWR,,,,2019-07-22T00:00:00Z,27124,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=LA16 UWR-GB,,,,4,,,,,,"Navigation System, Parking Sensor(s), Climate Control, 17"" Alloy Wheels","[{'cO2': '139 g/km', 'nox': '0.035 g/km'}, ['DVSA Information - 26km 25k 29k 34k 40k 46k']]",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665126015, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665126043, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665126060, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665126080, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665126103, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665126143, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665126174, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665126208, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665126238, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665126273"
FIAT 500 1.2 POP S/S Hatchback,FIAT,500,POP,Hatchback,2012,Measham,WHITE,ZFA31200000818867,U256MM,3,,Petrol,Petrol,Manual Transmission,Manual Transmission,,1.2,1,False,84032,Yes,4.0,VAT Margin,"['£975', '£950', '£925', '£900', '£875', '£850', '£825', '£800']",975,On Sale,,,1150,760,370,,,,,,,2026-01-03,09:30:00,,2026-01-03T00:00:00Z,,,,Present,SM12 EEB,,,,2025-01-04T00:00:00Z,81462,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=SM12 EEB-GB,,,,3,,,,,,Steel Spare Wheel,"[{'cO2': '113 g/km', 'nox': '0.032 g/km'}, 'na']",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665378383, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665378390, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665378397, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665378404, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665378411, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665378422, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665378432, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665378442, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665378455, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665378467"
FIAT 500 1.2 LOUNGE Hatchback,FIAT,500,LOUNGE,Hatchback,2010,Paddock Wood,WHITE,ZFA31200000453416,U455PW,3,,Petrol,Petrol,Manual Transmission,Manual Transmission,,1.2,1,False,74613,Yes,6.0,VAT Margin,"['£1,050', '£1,025', '£1,000', '£900']",1050,On Sale,,,1325,900,510,,,,,,,2026-01-03,09:30:00,,2026-04-06T00:00:00Z,,,,Present,WM59 KVZ,,,,2025-01-14T00:00:00Z,70915,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=WM59 KVZ-GB,,,,5,,,,,,"Air Conditioning, Alloy Wheels, Panoramic Roof","[{'cO2': '119 g/km', 'nox': '0.014 g/km'}, 'na']",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665558500, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665547363, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665558506, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665547367, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665558510, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665547370, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665558515, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665547382, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665558524, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665547391, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665547403, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665547415, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665547428"
FIAT 500X 1.4 M/AIR 140 POP STAR Hatchback,FIAT,500X,POP,Hatchback,2016,Walsall,WHITE,ZFA3340000P508319,U533WL,5,,Petrol,Petrol,Manual Transmission,Manual Transmission,,1.4,2,False,73869,Incorrect,2.0,VAT Margin,"['£2,400', '£2,350', '£2,300', '£2,250', '£2,200', '£2,150', '£2,100', '£2,050', '£2,000']",2400,On Sale,,,3000,2525,2050,,,,,,,2026-01-03,09:30:00,,2026-07-16T00:00:00Z,,,,Present,NX66 ZZK,,,,2025-12-11T00:00:00Z,73498,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=NX66 ZZK-GB,,,,3,,,,,,"Navigation HDD, Parking Sensor(s), Climate Control, Half Leather Trim, Temporary Spare Wheel, 17"" Alloy Wheels","[{'cO2': '139 g/km', 'nox': '0.035 g/km'}, ['DVSA Discrepancy']]",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663394807, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663394821, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663394830, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663394837, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663394848, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663394873, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663394891, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663394908, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663394926, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663394942"
FIAT PANDA 1.2 EASY Hatchback,FIAT,PANDA,EASY,Hatchback,2012,Preston,RED,ZFA31200003075999,U524PR,5,,Petrol,Petrol,Manual Transmission,Manual Transmission,,1.2,2,False,147640,Incorrect,2.0,VAT Margin,"['£375', '£350', '£325', '£300']",375,On Sale,,,950,540,170,,,,,,,2026-01-03,09:30:00,,2026-03-31T00:00:00Z,,,,Present,PX62 TTO,,,,2019-03-26T00:00:00Z,56345,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=PX62 TTO-GB,,,,4,,,,,,Air Conditioning,"[{'cO2': '120 g/km', 'nox': '0.019 g/km'}, ['DVSA Discrepancy']]",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665412828, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665412831, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665412840, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665412842, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665412846, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665412855, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665412865, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665412878, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665412889, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665412903"
FIAT PUNTO 1.2 EASY Hatchback,FIAT,PUNTO,EASY,Hatchback,2014,Walsall,BLACK,ZFA1990000P084236,U544WL,5,,Petrol,Petrol,Manual Transmission,Manual Transmission,,1.2,1,False,97875,Yes,4.0,VAT Margin,"['£775', '£750', '£725', '£700', '£675', '£650', '£625', '£600', '£575', '£550', '£525', '£500', '£450', '£400']",775,On Sale,,,900,510,220,,,,,,,2026-01-03,09:30:00,,2026-06-20T00:00:00Z,,,,Present,LV14 YCK,,,,2025-04-09T00:00:00Z,86942,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=LV14 YCK-GB,,,,5,,,,,,"Air Conditioning, Alloy Wheels","[{'cO2': '126 g/km', 'nox': '0.018 g/km'}, 'na']",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665643961, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665643971, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665643975, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665643980, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665643983, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665643992, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665644004, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665644011, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665644020, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665644031"
FIAT 500 1.2 POP Hatchback,FIAT,500,POP,Hatchback,2009,Manchester,WHITE,ZFA31200000342595,U208MA,3,,Petrol,Petrol,Manual Transmission,Manual Transmission,,1.2,2,False,90777,Yes,11.0,VAT Margin,"['£375', '£350', '£300']",375,On Sale,,,870,470,160,,,,,,,2026-01-03,09:30:00,,2025-12-20T00:00:00Z,,,,Present,MA09 NVD,,,,2022-10-04T00:00:00Z,83499,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=MA09 NVD-GB,,,,5,,,,,,"Half Leather Trim, Alloy Wheels, Steel Spare Wheel","[{'cO2': '119 g/km', 'nox': '0.014 g/km'}, 'na']",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665173417, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665173424, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665173433, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665173441, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665173451, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665173466, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665173476, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665173488, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665173501, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665173520"
FIAT 500 1.2 POP S/S Hatchback,FIAT,500,POP,Hatchback,2013,Edinburgh,WHITE,ZFA31200000960117,U144ED,3,,Petrol,Petrol,Manual Transmission,Manual Transmission,,1.2,1,False,64453,Yes,5.0,VAT Margin,"['£1,075', '£1,050', '£1,000', '£950', '£900']",1075,On Sale,,,1500,1100,700,,,,,,,2026-01-03,09:30:00,,2026-01-10T00:00:00Z,,,,Present,SD13 FPN,,,,2023-12-14T00:00:00Z,36000,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=SD13 FPN-GB,,,,4,,,,,,"Half Leather Trim, Temporary Spare Wheel","[{'cO2': '113 g/km', 'nox': '0.032 g/km'}, ['Door(s) - Inoperative - NSF']]",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664604180, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664604186, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664604195, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664604202, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664604206, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664604216, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664604227, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664604240, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664604257, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664604274"
FIAT 500 1.2 POP S/S Hatchback,FIAT,500,POP,Hatchback,2010,Newcastle-u-Tyne,WHITE,ZFA31200000569188,U333NC,3,,Petrol,Petrol,Manual Transmission,Manual Transmission,,1.2,1,False,129102,Yes,4.0,VAT Margin,"['£150', '£125', '£100']",150,On Sale,,,690,290,150,,,,,,,2026-01-03,09:30:00,,2025-12-19T00:00:00Z,,,,Present,SK60 VLA,,,,0001-01-01T00:00:00Z,0,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=SK60 VLA-GB,,,,5,,,,,,Temporary Spare Wheel,"[{'cO2': '113 g/km', 'nox': '0.032 g/km'}, ['Fault - OSF door only opens from', 'Fault(ext) - the inside']]",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665682777, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665682781, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665682787, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665682792, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665682795, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665682799, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665682804, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665682808, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665682812, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665682818"
FORD FIESTA 1.4 ZETEC Hatchback,FORD,FIESTA,ZETEC,Hatchback,2011,Measham,WHITE,WF0GXXGAJGBM73882,U279MM,3,,Petrol,Petrol,Manual Transmission,Manual Transmission,,1.4,2,False,115047,Yes,4.0,VAT Margin,"['£1,050', '£1,000', '£900']",1050,On Sale,,,1025,640,260,,,,,,,2026-01-03,09:30:00,,2026-03-20T00:00:00Z,,,,Present,YE61 ZBR,,,,2016-03-19T00:00:00Z,55986,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=YE61 ZBR-GB,,,,3,,,,,,"Air Conditioning, Alloy Wheels, Temporary Spare Wheel","[{'cO2': '133 g/km', 'nox': '0.048 g/km'}, 'na']",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665378585, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665378593, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665378599, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665378605, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665378609, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665378618, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665378629, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665378637, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665378648, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665378656"
